tweet,product,emotion
shes my tech idol send highlights rt mention watching googles marissa mayer speak  marissagoogle sxsw,Google,Positive emotion
mention techcrunch this post has nothing to do with sxsw link,,No emotion toward brand or product
mention techs use ipad to find appointments directions other nearby customers sxsw,,No emotion toward brand or product
very excited about this marissa mayer of google sxsw sxtxstate  link,Google,Positive emotion
i just rated gsdampm idea city llc  stars mention quothotspot sxsw party epicquot link,,No emotion toward brand or product
yes updated iphone app has song info  mention  stream others also live video streaming for sxsw link,iPad or iPhone App,Positive emotion
ipad updated to  iphone currently chugging down the update getting prepped for sxsw both cameras charged and ready,,No emotion toward brand or product
sxsw wanted to get this right dokobots really ingenious iphone game,iPad or iPhone App,Positive emotion
apple intel genentech atari ciscoquotsomething venturedquot traces the risk takers who wrote checks link sxsw,,No emotion toward brand or product
mention tell mention to give out gummy worms ya know early bird gets the worm or free ipad s thatll work sxsw,,No emotion toward brand or product
mention tell your sxsw friends to send ireports today even if just a fun photo they can use the cnn app to upload from iphone,,Positive emotion
mention tell your followers to keep updated on all sxsw parties w eventseekr android link iphone app on its way,iPad or iPhone App,Positive emotion
apples temporary austin outlet for sxsw is another example of their marketing brilliance link via mention,Apple,Positive emotion
mention tempted rt mention come party down mention amp google tonight sxsw link bands food art interactive maps,,No emotion toward brand or product
its too tempting walking by apple store austin thats selling ipad sxsw,iPad,Positive emotion
if you attended mobile accessibility panel at sxsw would be interested in what you learned esp about access for the blind android etc,,No emotion toward brand or product
sxsw potential breakout gadgets apps amp apple ipad popup store festival begins tomorrow link,iPad,Positive emotion
ipad hipster austincrowd sxsw link,,No emotion toward brand or product
so twitter for iphone anyway to removeburn hashtags eg sxsw v v bored already already,iPhone,Negative emotion
in the internet age googles mention favorite thing is her swissmade watch she bought  years ago sxsw,,No emotion toward brand or product
tech posterous joins the sxsw pile on with posterousevents for iphone link,,No emotion toward brand or product
apple to test popup ipad shop at sxsw link via mention sxsw,,No emotion toward brand or product
apple to test popup ipad shop at sxsw  cult of mac link sxsw apple,,No emotion toward brand or product
photo booth action at the mention and google party who doesnt love a good photo booth sxsw  link,Google,Positive emotion
report th avenue apple store sold  ipad s on launch link entry friends house sxsw,iPad,Positive emotion
aaron forth mintcom pick platform carefully iphone device adoption direct to consumers sxsw sxswmobileapps mention,,No emotion toward brand or product
now more than  lined up for sxsw apple pop up store,,No emotion toward brand or product
mention thank u for ur tweet about japan and sxsw trying to get a donation booth there but im over here with only an iphone so plz help,,No emotion toward brand or product
mention thank you bart for retweeting my ipad  amp startup sxsw tweets are you excited for an ipad ,iPad,Positive emotion
mention thank you for retweeting mention rt of my apple store sxsw info,,No emotion toward brand or product
mention thank you for your insight during the sxsw japan panels  have google translate in another tab to read some of them,,No emotion toward brand or product
mention thank you jeanne for the sxsw retweet opening a popup store is a great way to get people even more excited for apple tech,Apple,Positive emotion
mention thanks for letting us know  have you heard about the ipad  giveaway were doing during sxsw,iPad,Positive emotion
mention thanks for sharing news on mention thoughts on this news from mention link sxsw,,No emotion toward brand or product
mention thanks for stopping by for your ipad case zazzlesxsw sxsw link,,No emotion toward brand or product
mention thanks for the apple store sxsw retweet,Apple,Positive emotion
mention thanks for the rt ipad  giveaway details to come  sxsw sxswi,,No emotion toward brand or product
mention thanks omar weve updated our story link sxsw google,,No emotion toward brand or product
mention thanks re sxsw android app checking it out link,Android App,Positive emotion
mention thanks good tidbit on the io conference too thanks for sharing that sxsw google,,No emotion toward brand or product
mention thanx  the follow nice meetin u mention sxsw party ill let peeps know about mention iphonedev androiddev iphone,,No emotion toward brand or product
to those that have purchased an ipad  at sxsw i see more people buying the white one why nicer frame for presentations reading,,No emotion toward brand or product
mention that rt makes me want  an iphone to use uppward  a tshirt clever design  to be at sxsw jerk,iPhone,Positive emotion
mention thats exactly what ive been sayin rt if youre able to attend sxsw buy an ipad today consider a few  for japan relief,,No emotion toward brand or product
mention thats impressive for a quotpopupquot store you must have purchased yourself an ipad  enjoy sxsw,iPad,Positive emotion
art from the ipad on view daily for sxsw  free coffee idevice recharging at mention  austin details link,,No emotion toward brand or product
mention the sxsw folks are a pretty koolaiddrinking bunch i think a few android tablets from the hardcore linux nerds will let you know,,No emotion toward brand or product
deleting the sxsw iphone app  link,iPad or iPhone App,Negative emotion
